task_id	hash	native_id	process	tag	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action
3	4e/aaf600	815523	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:SAMPLESHEET_CHECK	input_data_subset.csv	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-29 15:19:31.905	2025-05-29 15:19:31.957	2025-05-29 15:19:34.855	3s	1s	-	389.0%	0.0%	6 MB	8.7 MB	6 MB	8.7 MB	7.3 MB	69 KB	839	46	7 MB	80 KB	8	1	/home/marthasudermann/pathogensurveillance/work/4e/aaf600e6548ea3ccf687d6f74fa17c	-	-
40	ec/18c46c	816394	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	ERR025112	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-05-29 15:19:34.946	2025-05-29 15:19:34.956	2025-05-29 15:19:40.948	6s	4.6s	-	196.5%	0.7%	884.1 MB	4.4 GB	884.1 MB	4.5 GB	494.4 MB	375.4 MB	42801	12150	11 MB	104 KB	344	188	/home/marthasudermann/pathogensurveillance/work/ec/18c46c614043e6e27bdbf554de8e98	-	-
58	79/f35bb2	816434	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	ERR025614	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-05-29 15:19:34.994	2025-05-29 15:19:35.057	2025-05-29 15:19:41.031	6s	3.5s	-	245.9%	0.7%	885.5 MB	4.5 GB	885.5 MB	4.6 GB	504.2 MB	386.5 MB	43862	12508	106.9 MB	80 KB	385	218	/home/marthasudermann/pathogensurveillance/work/79/f35bb2627cb112bf03a388cafc1a1c	-	-
59	e7/f0c7e2	816418	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	ERR025998	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-05-29 15:19:34.983	2025-05-29 15:19:35.056	2025-05-29 15:19:42.160	7.2s	5s	-	298.4%	0.7%	886.8 MB	4.5 GB	886.8 MB	4.5 GB	1.1 GB	840.9 MB	90454	27070	2.2 MB	136 KB	1411	88	/home/marthasudermann/pathogensurveillance/work/e7/f0c7e202cfbbde564c86035b09488d	-	-
304	d9/955f17	819207	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	ERR025112	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-29 15:19:41.040	2025-05-29 15:19:41.132	2025-05-29 15:19:43.484	2.4s	1s	-	371.6%	0.0%	9.8 MB	92.3 MB	9.8 MB	92.3 MB	13.8 MB	9.9 KB	1489	51	960 KB	28 KB	8	1	/home/marthasudermann/pathogensurveillance/work/d9/955f1772f5c19438b85e6ad5ba81cc	-	-
305	a4/61d2d9	819215	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	ERR025614	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-29 15:19:41.043	2025-05-29 15:19:41.133	2025-05-29 15:19:43.612	2.6s	1s	-	389.9%	0.0%	14.5 MB	4.2 GB	14.5 MB	4.2 GB	13.8 MB	9.8 KB	1489	51	0	28 KB	7	0	/home/marthasudermann/pathogensurveillance/work/a4/61d2d98518c6a798f42dfdf4adb1e4	-	-
306	83/a33ea5	821031	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	ERR025998	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-29 15:19:43.172	2025-05-29 15:19:43.262	2025-05-29 15:19:45.250	2.1s	0ms	-	433.9%	0.0%	15 MB	4.2 GB	15 MB	4.2 GB	13.8 MB	9.8 KB	1489	51	0	28 KB	7	0	/home/marthasudermann/pathogensurveillance/work/83/a33ea52c7e0a7cd13f4abcb4eb550a	-	-
46	65/f83384	819198	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	ERR025579	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-05-29 15:19:41.036	2025-05-29 15:19:41.132	2025-05-29 15:19:45.911	4.9s	2.9s	-	233.0%	0.7%	886 MB	4.5 GB	886 MB	4.6 GB	361.5 MB	281.8 MB	32898	9153	67.5 MB	164 KB	684	928	/home/marthasudermann/pathogensurveillance/work/65/f8338415b6c0f568a8aad9dda6c349	-	-
55	e7/0dfab3	819087	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	ERR025660	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-05-29 15:19:40.953	2025-05-29 15:19:41.032	2025-05-29 15:19:46.156	5.2s	4.3s	-	269.1%	0.7%	887.9 MB	4.5 GB	887.9 MB	4.6 GB	856.3 MB	671.6 MB	72617	21644	0	260 KB	469	1977	/home/marthasudermann/pathogensurveillance/work/e7/0dfab3da24581837a32ab169fe411e	-	-
310	be/199bd5	822938	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	ERR025660	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-29 15:19:46.166	2025-05-29 15:19:46.257	2025-05-29 15:19:48.337	2.2s	0ms	-	387.9%	0.0%	20.5 MB	4.3 GB	20.5 MB	4.3 GB	13.8 MB	9.9 KB	1489	51	0	28 KB	7	1	/home/marthasudermann/pathogensurveillance/work/be/199bd5be26a5101832b1b6f99fb507	-	-
