task_id	hash	native_id	process	tag	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action
1	c4/fea896	240970	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:SAMPLESHEET_CHECK	cucumis_satvius_sub.csv	COMPLETED	0	-	docker.io/zacharyfoster/main-report-r-packages:0.20	1	1h	-	1 GB	1	2025-06-24 20:19:28.904	2025-06-24 20:19:28.994	2025-06-24 20:19:30.968	2.1s	738ms	-	55.9%	0.0%	3.8 MB	17 MB	3.8 MB	17 MB	13.3 MB	3.5 KB	1398	43	8.8 MB	20 KB	20	2	/home/marthasudermann/pathogensurveillance/work/c4/fea896edfe275b89a33e86edc65b48	-	-
4	ea/6805ee	241563	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Csativus1	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	2 GB	1	2025-06-24 20:19:30.991	2025-06-24 20:19:31.069	2025-06-24 20:19:46.373	15.4s	14.2s	-	587.2%	0.8%	1020.1 MB	7.5 GB	1020.1 MB	7.5 GB	4.3 GB	3.5 GB	368344	115033	866.6 MB	80 KB	14820	6504	/home/marthasudermann/pathogensurveillance/work/ea/6805ee7217bee63e91611e8eacd9b6	-	-
5	c6/1b73e8	241556	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Csativus2	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	2 GB	1	2025-06-24 20:19:30.989	2025-06-24 20:19:31.069	2025-06-24 20:19:46.631	15.6s	13.8s	-	602.6%	0.8%	1 GB	7.6 GB	1 GB	7.7 GB	4.4 GB	3.5 GB	368459	114991	864.1 MB	80 KB	15079	4958	/home/marthasudermann/pathogensurveillance/work/c6/1b73e8ce1f3b9b37e08d690f00543b	-	-
6	b4/181285	241549	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Csativus3	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	2 GB	1	2025-06-24 20:19:30.986	2025-06-24 20:19:31.068	2025-06-24 20:19:46.780	15.8s	13.8s	-	606.6%	0.8%	1 GB	7.5 GB	1 GB	7.6 GB	4.3 GB	3.5 GB	368498	114997	555.8 MB	80 KB	15645	6704	/home/marthasudermann/pathogensurveillance/work/b4/1812854eafde3df6d282647e0e7fdb	-	-
9	26/4f8ec2	247489	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Csativus3	FAILED	1	-	docker.io/zacharyfoster/main-report-r-packages:0.20	1	1h	-	1 GB	1	2025-06-24 20:19:46.787	2025-06-24 20:19:46.879	2025-06-24 20:19:48.187	1.4s	1.3s	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	/home/marthasudermann/pathogensurveillance/work/26/4f8ec2aeeb3b394f724040104cc9d1	-	RETRY
7	d4/af72b3	247378	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Csativus1	COMPLETED	0	-	docker.io/zacharyfoster/main-report-r-packages:0.20	1	1h	-	1 GB	1	2025-06-24 20:19:46.387	2025-06-24 20:19:46.473	2025-06-24 20:19:49.313	2.9s	1.1s	-	41.8%	0.0%	57.5 MB	175 MB	57.5 MB	175 MB	20.1 MB	17.9 KB	2402	74	192 KB	40 KB	30	4	/home/marthasudermann/pathogensurveillance/work/d4/af72b351b33ec2a0fcc5656a9e5457	-	-
8	3b/6f5b44	247455	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Csativus2	COMPLETED	0	-	docker.io/zacharyfoster/main-report-r-packages:0.20	1	1h	-	1 GB	1	2025-06-24 20:19:46.639	2025-06-24 20:19:46.731	2025-06-24 20:19:49.397	2.8s	1.1s	-	42.6%	0.0%	51.2 MB	168.5 MB	54.5 MB	168.5 MB	20.1 MB	17.9 KB	2398	74	184 KB	40 KB	31	6	/home/marthasudermann/pathogensurveillance/work/3b/6f5b445f67f06f5b65272d8811c221	-	-
10	09/d195a3	248291	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Csativus3	COMPLETED	0	-	docker.io/zacharyfoster/main-report-r-packages:0.20	1	2h	-	2 GB	2	2025-06-24 20:19:48.198	2025-06-24 20:19:48.279	2025-06-24 20:20:15.039	26.8s	1s	-	45.4%	0.0%	20 MB	69.7 MB	20 MB	69.7 MB	20.1 MB	17.9 KB	2399	74	0	40 KB	5	0	/home/marthasudermann/pathogensurveillance/work/09/d195a32b9bf2481e9c6352b986be66	-	-
13	7a/0b75e8	252480	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Csativus1	COMPLETED	0	-	docker.io/zacharyfoster/main-report-r-packages:0.20	1	2h	-	4 GB	1	2025-06-24 20:20:15.055	2025-06-24 20:20:15.140	2025-06-24 20:20:16.295	1.2s	262ms	-	96.7%	0.0%	18.8 MB	68.9 MB	18.8 MB	68.9 MB	12.3 MB	28.5 KB	1433	54	28 KB	32 KB	6	2	/home/marthasudermann/pathogensurveillance/work/7a/0b75e89322d9a1c40a3c9350177ac0	-	-
14	a4/f142da	252473	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Csativus2	COMPLETED	0	-	docker.io/zacharyfoster/main-report-r-packages:0.20	1	2h	-	4 GB	1	2025-06-24 20:20:15.052	2025-06-24 20:20:15.140	2025-06-24 20:20:16.537	1.5s	246ms	-	104.5%	0.0%	19.8 MB	69.7 MB	19.8 MB	69.7 MB	12.3 MB	28.5 KB	1433	54	0	32 KB	5	0	/home/marthasudermann/pathogensurveillance/work/a4/f142da1785b81048750d72e6f1501d	-	-
