task_id	hash	native_id	process	tag	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action
3	c4/d89d66	482605	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:SAMPLESHEET_CHECK	streptomyces_olivochromogenes_sub.csv	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-08 10:56:54.808	2025-06-08 10:56:54.865	2025-06-08 10:56:58.129	3.3s	0ms	-	479.6%	0.0%	5.8 MB	8.7 MB	5.8 MB	8.7 MB	7.2 MB	2.8 KB	820	30	5.9 MB	16 KB	6	3	/home/marthasudermann/pathogensurveillance/work/c4/d89d66517ac7da801e78431e96975f	-	-
4	32/c10cf1	483430	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Solivo1	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-08 10:56:58.152	2025-06-08 10:56:58.230	2025-06-08 10:57:04.311	6.2s	3.9s	-	267.6%	0.7%	881.6 MB	4.5 GB	881.6 MB	4.5 GB	417.5 MB	306 MB	36435	9925	3.8 MB	80 KB	476	743	/home/marthasudermann/pathogensurveillance/work/32/c10cf1d84b3f417b202aea961c34d0	-	-
5	5d/69d6e3	483423	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Solivo2	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-08 10:56:58.149	2025-06-08 10:56:58.229	2025-06-08 10:57:04.416	6.3s	3.7s	-	279.9%	0.7%	882.8 MB	4.5 GB	882.8 MB	4.5 GB	412.6 MB	300.3 MB	36337	9742	8 KB	80 KB	521	1575	/home/marthasudermann/pathogensurveillance/work/5d/69d6e380ef2660b335b4668d88a2fe	-	-
6	c8/410719	483440	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Solivo3	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-08 10:56:58.155	2025-06-08 10:56:58.230	2025-06-08 10:57:04.565	6.4s	4.5s	-	236.0%	0.7%	903.4 MB	4.5 GB	903.4 MB	4.6 GB	423.1 MB	306.9 MB	37111	9960	3.3 MB	80 KB	142	70	/home/marthasudermann/pathogensurveillance/work/c8/41071932d31a8d902c1aeb073eff24	-	-
8	de/b4c948	486623	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Solivo2	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-08 10:57:04.423	2025-06-08 10:57:04.516	2025-06-08 10:57:06.391	2s	1s	-	400.9%	0.0%	16 MB	4.3 GB	16 MB	4.3 GB	13.8 MB	8.5 KB	1489	51	956 KB	28 KB	8	3	/home/marthasudermann/pathogensurveillance/work/de/b4c948ad7368e086c826b0767395e8	-	-
9	40/498344	486652	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Solivo3	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-08 10:57:04.574	2025-06-08 10:57:04.665	2025-06-08 10:57:06.771	2.2s	1s	-	405.8%	0.0%	17 MB	4.3 GB	17 MB	4.3 GB	13.8 MB	8.5 KB	1489	51	0	28 KB	7	5	/home/marthasudermann/pathogensurveillance/work/40/498344dc4ca8447f722de9375407fc	-	-
7	ae/e4ddd9	486598	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Solivo1	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-08 10:57:04.325	2025-06-08 10:57:04.411	2025-06-08 10:57:06.952	2.6s	1s	-	443.3%	0.0%	27.2 MB	4.3 GB	27.2 MB	4.3 GB	13.8 MB	8.5 KB	1489	51	0	28 KB	7	1	/home/marthasudermann/pathogensurveillance/work/ae/e4ddd95eeb03a9ddc04f129548d5b7	-	-
12	d8/816b8c	488085	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Solivo2	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-06-08 10:57:06.966	2025-06-08 10:57:07.053	2025-06-08 10:57:08.910	1.9s	1s	-	271.2%	0.0%	39 MB	4.4 GB	39 MB	4.4 GB	10.4 MB	28.8 KB	1847	38	0	28 KB	7	42	/home/marthasudermann/pathogensurveillance/work/d8/816b8ce0be9c83e1c4951932086dc6	-	-
13	bd/9ce683	488094	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Solivo3	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-06-08 10:57:06.968	2025-06-08 10:57:07.054	2025-06-08 10:57:08.992	2s	1s	-	326.0%	0.0%	17 MB	4.3 GB	17 MB	4.3 GB	10.4 MB	28.8 KB	1847	38	12 KB	28 KB	8	1	/home/marthasudermann/pathogensurveillance/work/bd/9ce6839a9c17ba93152069551b2542	-	-
14	d8/26c6c1	488077	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Solivo1	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-06-08 10:57:06.964	2025-06-08 10:57:07.053	2025-06-08 10:57:09.170	2.2s	1s	-	438.3%	0.0%	22 MB	4.3 GB	22 MB	4.3 GB	10.4 MB	28.8 KB	1847	38	0	28 KB	7	8	/home/marthasudermann/pathogensurveillance/work/d8/26c6c1c36926eaa9777e945171c682	-	-
61	db/72394d	489602	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_043950205_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.265	2025-06-08 10:57:09.270	2025-06-08 10:57:13.650	4.4s	3s	-	200.4%	0.1%	108.9 MB	4.4 GB	108.9 MB	4.4 GB	62.7 MB	418.5 KB	6566	37	0	424 KB	7	208	/home/marthasudermann/pathogensurveillance/work/db/72394d23786bceed89429c962f83f0	-	-
75	8b/81395a	489610	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_003967355_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.268	2025-06-08 10:57:09.271	2025-06-08 10:57:13.912	4.6s	4s	-	195.8%	0.1%	111.6 MB	4.4 GB	111.6 MB	4.4 GB	63.6 MB	602.6 KB	6676	37	0	608 KB	7	181	/home/marthasudermann/pathogensurveillance/work/8b/81395a162e1ba182690505d978ff84	-	-
81	d9/8ddcb1	489738	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_000718135_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.286	2025-06-08 10:57:09.373	2025-06-08 10:57:14.350	5.1s	3s	-	163.7%	0.1%	118.6 MB	4.4 GB	118.6 MB	4.4 GB	62.6 MB	400.7 KB	6547	37	0	404 KB	8	241	/home/marthasudermann/pathogensurveillance/work/d9/8ddcb1cbdd2945d8a86790dda33099	-	-
67	1f/3a3310	489653	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_040649515_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.276	2025-06-08 10:57:09.372	2025-06-08 10:57:14.520	5.2s	3s	-	184.4%	0.1%	120.2 MB	4.4 GB	120.2 MB	4.4 GB	63.1 MB	486.9 KB	6601	37	0	492 KB	8	103	/home/marthasudermann/pathogensurveillance/work/1f/3a3310ee549ff79c9c0fc428b0a4c8	-	-
73	57/6cea1b	489807	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_003258605_2	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.294	2025-06-08 10:57:09.374	2025-06-08 10:57:14.655	5.4s	3s	-	174.8%	0.1%	106.3 MB	4.4 GB	108.2 MB	4.4 GB	62.3 MB	358 KB	6522	37	0	364 KB	7	99	/home/marthasudermann/pathogensurveillance/work/57/6cea1b1fbf2c049703985b526ceb45	-	-
76	06/0c3f09	489633	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_947488945_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.273	2025-06-08 10:57:09.371	2025-06-08 10:57:15.010	5.7s	4s	-	157.9%	0.1%	106.5 MB	4.4 GB	108.5 MB	4.4 GB	62.6 MB	406 KB	6551	37	0	412 KB	7	239	/home/marthasudermann/pathogensurveillance/work/06/0c3f097a44e420117e065a42fcd569	-	-
72	50/b9ab25	489848	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_016906185_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.299	2025-06-08 10:57:09.375	2025-06-08 10:57:15.768	6.5s	4s	-	172.1%	0.1%	119 MB	4.4 GB	119 MB	4.4 GB	62.6 MB	408.9 KB	6550	37	0	416 KB	7	196	/home/marthasudermann/pathogensurveillance/work/50/b9ab25a61d049ddeccf55c7386ae68	-	-
71	70/15f663	489768	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_000497425_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.290	2025-06-08 10:57:09.374	2025-06-08 10:57:15.916	6.6s	4s	-	157.8%	0.1%	119.6 MB	4.4 GB	119.6 MB	4.4 GB	62.7 MB	432.6 KB	6572	37	0	436 KB	8	190	/home/marthasudermann/pathogensurveillance/work/70/15f66355fcf685970a319aa1be5c85	-	-
68	c4/5513ea	489699	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_001434355_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.283	2025-06-08 10:57:09.373	2025-06-08 10:57:16.105	6.8s	3s	-	183.5%	0.1%	107.5 MB	4.4 GB	108.7 MB	4.4 GB	62.8 MB	447.7 KB	6577	37	0	452 KB	7	324	/home/marthasudermann/pathogensurveillance/work/c4/5513eaaf39d35b991c2785bf3a463a	-	-
64	fb/f30cbc	489672	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_013407765_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.279	2025-06-08 10:57:09.372	2025-06-08 10:57:16.156	6.9s	3s	-	173.9%	0.1%	98.4 MB	4.4 GB	101.2 MB	4.4 GB	62.2 MB	337.7 KB	6508	37	0	344 KB	7	121	/home/marthasudermann/pathogensurveillance/work/fb/f30cbca4269c3b9b759f7173d09eac	-	-
62	ab/dd7ec0	489946	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_002155895_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.312	2025-06-08 10:57:09.376	2025-06-08 10:57:16.289	7s	3s	-	192.0%	0.1%	119.2 MB	4.4 GB	119.2 MB	4.4 GB	62.6 MB	388.9 KB	6543	37	0	396 KB	7	167	/home/marthasudermann/pathogensurveillance/work/ab/dd7ec047266c418bc43a542b508b4d	-	-
60	fd/d58f55	489981	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_014649875_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.317	2025-06-08 10:57:09.376	2025-06-08 10:57:16.447	7.1s	3s	-	169.8%	0.1%	107.2 MB	4.4 GB	109.5 MB	4.4 GB	62.5 MB	383.6 KB	6537	37	0	388 KB	7	105	/home/marthasudermann/pathogensurveillance/work/fd/d58f55e9d25028c22b67261017b31f	-	-
87	c1/4c3eae	489908	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_000497405_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.307	2025-06-08 10:57:09.375	2025-06-08 10:57:16.577	7.3s	3s	-	152.8%	0.1%	100.2 MB	4.4 GB	102.4 MB	4.4 GB	62 MB	285.5 KB	6487	37	0	292 KB	7	104	/home/marthasudermann/pathogensurveillance/work/c1/4c3eae13576dd387e382b759bd0976	-	-
63	2e/0952e8	490019	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_033795025_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.322	2025-06-08 10:57:09.376	2025-06-08 10:57:16.753	7.4s	3s	-	182.5%	0.1%	105.8 MB	4.4 GB	105.8 MB	4.4 GB	63.1 MB	506.9 KB	6613	37	0	512 KB	7	110	/home/marthasudermann/pathogensurveillance/work/2e/0952e82068925b583189cc3edb007b	-	-
74	84/cdf0a7	489880	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_000719955_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:09.303	2025-06-08 10:57:09.375	2025-06-08 10:57:16.916	7.6s	4s	-	161.8%	0.1%	107.1 MB	4.4 GB	109 MB	4.4 GB	62.4 MB	361.3 KB	6523	37	0	368 KB	7	53	/home/marthasudermann/pathogensurveillance/work/84/cdf0a721f7d0f0baf9a1da27414e77	-	-
53	38/45ece3	497511	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_000385945_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:13.657	2025-06-08 10:57:13.751	2025-06-08 10:57:19.911	6.3s	3s	-	220.2%	0.1%	168.7 MB	6.5 GB	168.7 MB	6.6 GB	62.6 MB	399.9 KB	6547	37	0	404 KB	17	218	/home/marthasudermann/pathogensurveillance/work/38/45ece3266cd7a2cd147e49e5f93bfd	-	-
78	07/c4eea0	498088	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_000739105_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-08 10:57:13.916	2025-06-08 10:57:14.014	2025-06-08 10:57:20.808	6.9s	3s	-	198.4%	0.1%	112.1 MB	4.4 GB	112.1 MB	4.4 GB	62.7 MB	422.6 KB	6560	37	0	428 KB	7	162	/home/marthasudermann/pathogensurveillance/work/07/c4eea082aa73e1f369d55f930a289b	-	-
