task_id	hash	native_id	process	tag	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action
1	8a/340f7b	3614995	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:SAMPLESHEET_CHECK	caenorhabditis_elegans_sub.csv	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-04 07:14:56.260	2025-06-04 07:14:56.308	2025-06-04 07:14:58.697	2.4s	1s	-	448.4%	0.0%	13 MB	4.1 GB	13 MB	4.1 GB	7.2 MB	2.7 KB	820	30	7 MB	16 KB	9	1	/home/marthasudermann/pathogensurveillance/work/8a/340f7b305a3fc56dc25f9c78403e76	-	-
5	1f/67f348	3615663	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Celg2	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-04 07:14:58.722	2025-06-04 07:14:58.799	2025-06-04 07:15:14.096	15.4s	13.8s	-	622.9%	0.7%	862 MB	4.5 GB	862 MB	4.6 GB	4 GB	3.3 GB	331797	109134	641.2 MB	80 KB	25017	13261	/home/marthasudermann/pathogensurveillance/work/1f/67f348f4ce7f354fb10b24569786ca	-	-
6	96/fda70e	3615657	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Celg3	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-04 07:14:58.720	2025-06-04 07:14:58.798	2025-06-04 07:15:14.280	15.6s	14.2s	-	602.8%	0.7%	861.6 MB	4.5 GB	861.6 MB	4.6 GB	4 GB	3.3 GB	334133	109193	704.7 MB	124 KB	22877	11979	/home/marthasudermann/pathogensurveillance/work/96/fda70e0c75e0efa862b61e35920ebb	-	-
4	d8/f0a1cb	3615650	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Celg1	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-04 07:14:58.717	2025-06-04 07:14:58.798	2025-06-04 07:15:14.391	15.7s	13.8s	-	627.4%	0.7%	862.5 MB	4.5 GB	862.5 MB	4.5 GB	4.1 GB	3.3 GB	337578	108857	780.2 MB	80 KB	19700	7261	/home/marthasudermann/pathogensurveillance/work/d8/f0a1cb3a604e4dbbf28ef284b2e31a	-	-
8	03/b33fda	3621186	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Celg3	FAILED	1	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-04 07:15:14.287	2025-06-04 07:15:14.379	2025-06-04 07:15:15.791	1.5s	1.4s	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	/home/marthasudermann/pathogensurveillance/work/03/b33fda06bab19d0c4e38302427647c	-	RETRY
7	8d/513e01	3621140	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Celg2	FAILED	1	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-04 07:15:14.110	2025-06-04 07:15:14.196	2025-06-04 07:15:15.954	1.8s	1.8s	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	/home/marthasudermann/pathogensurveillance/work/8d/513e0140c0ce2bd89f9cb0e1ba8223	-	RETRY
9	d9/cd515e	3621217	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Celg1	FAILED	1	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-04 07:15:14.399	2025-06-04 07:15:14.491	2025-06-04 07:15:16.105	1.7s	1.6s	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	/home/marthasudermann/pathogensurveillance/work/d9/cd515e4b63228acd4c239ae6252dfa	-	RETRY
11	c0/09a554	3622259	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Celg2	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	2 GB	2	2025-06-04 07:15:15.960	2025-06-04 07:15:16.054	2025-06-04 07:15:42.970	27s	1s	-	313.6%	0.0%	15.2 MB	4.2 GB	15.2 MB	4.2 GB	13.8 MB	9.2 KB	1489	51	0	28 KB	10	1	/home/marthasudermann/pathogensurveillance/work/c0/09a554504237ef3dadf1d86680c7c4	-	-
10	95/981bc6	3622219	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Celg3	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	2 GB	2	2025-06-04 07:15:15.802	2025-06-04 07:15:15.884	2025-06-04 07:15:43.092	27.3s	1s	-	253.5%	0.1%	87.2 MB	4.5 GB	87.2 MB	4.6 GB	13.8 MB	9.3 KB	1489	51	296 KB	28 KB	37	41	/home/marthasudermann/pathogensurveillance/work/95/981bc67c84cfff67f398fe0f1d4f63	-	-
12	83/b1421e	3622294	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Celg1	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	2 GB	2	2025-06-04 07:15:16.111	2025-06-04 07:15:16.204	2025-06-04 07:15:43.473	27.4s	2s	-	259.5%	0.1%	87.4 MB	4.5 GB	87.4 MB	4.6 GB	13.8 MB	9.4 KB	1489	51	0	28 KB	23	14	/home/marthasudermann/pathogensurveillance/work/83/b1421e4f74513e960b811db9882df3	-	-
