task_id	hash	native_id	process	tag	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action
3	ac/71efb1	2483243	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:SAMPLESHEET_CHECK	plasmodium_vivax_sub.csv	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-22 09:43:48.428	2025-05-22 09:43:48.457	2025-05-22 09:43:51.063	2.6s	0ms	-	416.9%	0.0%	9.5 MB	92.2 MB	9.5 MB	92.2 MB	7.2 MB	2.7 KB	820	30	7 MB	16 KB	9	0	/home/marthasudermann/pathogensurveillance/work/ac/71efb182f48fed0cbb74eb7aed356b	-	-
6	71/642572	2484147	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Plas3	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-05-22 09:43:51.088	2025-05-22 09:43:51.164	2025-05-22 09:43:57.857	6.8s	4.9s	-	423.6%	0.7%	886.3 MB	4.6 GB	886.3 MB	4.6 GB	1 GB	836.5 MB	87272	26934	183.6 MB	80 KB	2544	1398	/home/marthasudermann/pathogensurveillance/work/71/6425721290cc6b0a09c5286c429039	-	-
4	20/e7e338	2484127	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Plas1	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-05-22 09:43:51.082	2025-05-22 09:43:51.163	2025-05-22 09:43:57.971	6.9s	5.3s	-	405.6%	0.7%	875.8 MB	4.6 GB	875.8 MB	4.6 GB	1 GB	845 MB	87953	27207	104 KB	80 KB	2607	658	/home/marthasudermann/pathogensurveillance/work/20/e7e3384eaf55a258f196ccccdbe2c7	-	-
5	49/820474	2484137	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Plas2	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-05-22 09:43:51.085	2025-05-22 09:43:51.164	2025-05-22 09:43:58.088	7s	5.3s	-	448.7%	0.7%	862.7 MB	4.5 GB	862.7 MB	4.6 GB	1.1 GB	922.9 MB	93463	29679	192.9 MB	80 KB	5156	1729	/home/marthasudermann/pathogensurveillance/work/49/820474e6f188973342407a4de7bc3e	-	-
7	13/4754e9	2487553	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Plas3	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-22 09:43:57.873	2025-05-22 09:43:57.957	2025-05-22 09:44:00.494	2.6s	1s	-	323.3%	0.0%	6 MB	92.2 MB	6 MB	92.2 MB	13.8 MB	8.6 KB	1489	51	752 KB	28 KB	9	1	/home/marthasudermann/pathogensurveillance/work/13/4754e9d2404d798580787354da6437	-	-
9	b8/43e5d2	2487626	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Plas2	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-22 09:43:58.096	2025-05-22 09:43:58.189	2025-05-22 09:44:00.740	2.6s	1s	-	388.5%	0.0%	21 MB	4.3 GB	21 MB	4.3 GB	13.8 MB	8.6 KB	1489	51	0	28 KB	7	2	/home/marthasudermann/pathogensurveillance/work/b8/43e5d288865b73d3106bb123e0fe0f	-	-
8	7e/df963d	2487586	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Plas1	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-22 09:43:57.978	2025-05-22 09:43:58.071	2025-05-22 09:44:00.829	2.9s	1s	-	409.2%	0.0%	25.2 MB	4.3 GB	25.2 MB	4.3 GB	13.8 MB	8.6 KB	1489	51	0	28 KB	7	0	/home/marthasudermann/pathogensurveillance/work/7e/df963d3d562e35ef27c0f13e970781	-	-
13	f3/284a2d	2489434	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Plas2	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-05-22 09:44:00.842	2025-05-22 09:44:00.929	2025-05-22 09:44:02.742	1.9s	1s	-	839.6%	0.0%	3.8 MB	8.6 MB	3.8 MB	8.6 MB	6.1 MB	16.2 KB	748	36	12 KB	20 KB	2	1	/home/marthasudermann/pathogensurveillance/work/f3/284a2d8d0938cb8903df313fccffb5	-	-
12	03/6d7d8c	2489440	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Plas3	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-05-22 09:44:00.844	2025-05-22 09:44:00.930	2025-05-22 09:44:02.877	2s	0ms	-	768.8%	0.0%	24.2 MB	4.3 GB	24.2 MB	4.3 GB	6.1 MB	16.2 KB	748	36	0	20 KB	7	4	/home/marthasudermann/pathogensurveillance/work/03/6d7d8ce660aa4ceb4d97673947e184	-	-
14	89/d3c9a4	2489450	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Plas1	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-05-22 09:44:00.846	2025-05-22 09:44:00.930	2025-05-22 09:44:03.004	2.2s	0ms	-	633.9%	0.0%	23.8 MB	4.3 GB	23.8 MB	4.3 GB	6.1 MB	16.2 KB	748	36	0	20 KB	6	13	/home/marthasudermann/pathogensurveillance/work/89/d3c9a4adcd2b6a6826db151eba9bdd	-	-
