task_id	hash	native_id	process	tag	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action
1	86/37c006	3731769	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:SAMPLESHEET_CHECK	limosilactobacillus_fermentum_sub.csv	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-20 15:07:52.071	2025-05-20 15:07:52.103	2025-05-20 15:07:54.084	2s	0ms	-	675.3%	0.0%	17.2 MB	4.3 GB	17.2 MB	4.3 GB	7.2 MB	2.7 KB	820	30	0	16 KB	7	1	/home/marthasudermann/pathogensurveillance/work/86/37c0062998024db215262f16369001	-	-
4	39/b1f295	3732391	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Limo1	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-05-20 15:07:54.106	2025-05-20 15:07:54.184	2025-05-20 15:07:56.873	2.8s	1.7s	-	162.0%	0.5%	700.1 MB	4.1 GB	700.1 MB	4.2 GB	58 MB	36.3 MB	8159	1284	0	80 KB	13	0	/home/marthasudermann/pathogensurveillance/work/39/b1f2954b63e2bc6c29beb6455fb8b5	-	-
6	c3/130f37	3732382	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Limo3	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-05-20 15:07:54.102	2025-05-20 15:07:54.184	2025-05-20 15:07:57.354	3.3s	1.6s	-	268.4%	0.6%	726.9 MB	4.5 GB	726.9 MB	4.6 GB	80.6 MB	51.9 MB	10079	1787	0	80 KB	13	1	/home/marthasudermann/pathogensurveillance/work/c3/130f371cdad71b7e0ee4c94ab92dae	-	-
5	6a/a3a317	3732399	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Limo2	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-05-20 15:07:54.108	2025-05-20 15:07:54.185	2025-05-20 15:07:57.510	3.4s	1.6s	-	201.1%	0.6%	710.6 MB	4.3 GB	710.6 MB	4.3 GB	80.8 MB	51.9 MB	9961	1781	0	80 KB	13	1	/home/marthasudermann/pathogensurveillance/work/6a/a3a317c6d36449f9e9e2ec173002c0	-	-
7	48/ed487c	3733826	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Limo1	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-20 15:07:56.885	2025-05-20 15:07:56.973	2025-05-20 15:07:58.961	2.1s	1s	-	390.1%	0.0%	24 MB	4.3 GB	24 MB	4.3 GB	13.8 MB	7.9 KB	1489	51	0	28 KB	7	2	/home/marthasudermann/pathogensurveillance/work/48/ed487c3c5f3c6ddc0960559ce7ed34	-	-
8	48/c63500	3734072	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Limo3	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-20 15:07:57.361	2025-05-20 15:07:57.454	2025-05-20 15:07:59.927	2.6s	1s	-	371.4%	0.0%	15.8 MB	4.3 GB	15.8 MB	4.3 GB	13.8 MB	8 KB	1489	51	0	28 KB	7	0	/home/marthasudermann/pathogensurveillance/work/48/c635004ecd3342b3c64f183c3cf79e	-	-
9	5c/ebb3f2	3734123	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Limo2	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-05-20 15:07:57.517	2025-05-20 15:07:57.611	2025-05-20 15:08:00.389	2.9s	0ms	-	411.7%	0.0%	20.5 MB	4.3 GB	20.5 MB	4.3 GB	13.8 MB	7.9 KB	1489	51	0	28 KB	7	2	/home/marthasudermann/pathogensurveillance/work/5c/ebb3f2b96225db6f18fafbf1778a39	-	-
15	cc/dd2655	3735534	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Limo3	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-05-20 15:08:00.401	2025-05-20 15:08:00.489	2025-05-20 15:08:03.262	2.9s	1s	-	315.7%	0.0%	18.2 MB	4.3 GB	18.2 MB	4.3 GB	15.2 MB	65.8 KB	3068	43	0	48 KB	7	2	/home/marthasudermann/pathogensurveillance/work/cc/dd2655cd26a95dd16b89eb7f61e6d2	-	-
16	30/6439e6	3735552	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Limo2	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-05-20 15:08:00.406	2025-05-20 15:08:00.490	2025-05-20 15:08:03.487	3.1s	1s	-	311.5%	0.0%	24.8 MB	4.3 GB	24.8 MB	4.3 GB	15.2 MB	65.8 KB	3068	43	0	48 KB	6	5	/home/marthasudermann/pathogensurveillance/work/30/6439e68a4c546700328489bab7209e	-	-
14	29/0e2cbf	3735541	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Limo1	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-05-20 15:08:00.403	2025-05-20 15:08:00.490	2025-05-20 15:08:03.566	3.2s	1s	-	329.1%	0.0%	17 MB	4.3 GB	17 MB	4.3 GB	15.2 MB	65.8 KB	3068	43	0	48 KB	7	1	/home/marthasudermann/pathogensurveillance/work/29/0e2cbf37fa11c0ee80a6ed0d9bd7de	-	-
