task_id	hash	native_id	process	tag	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action
1	81/5b4ae1	3297590	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:SAMPLESHEET_CHECK	bradyrhizobium_japonica_sub.csv	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-06 16:03:29.105	2025-06-06 16:03:29.177	2025-06-06 16:03:30.856	1.8s	0ms	-	670.3%	0.0%	16.8 MB	4.3 GB	16.8 MB	4.3 GB	7.2 MB	2.7 KB	820	30	0	16 KB	7	3	/home/marthasudermann/pathogensurveillance/work/81/5b4ae1c0025b2a24ed361b46a1f70b	-	-
6	17/89fb1e	3298214	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Brady3	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-06 16:03:30.879	2025-06-06 16:03:30.957	2025-06-06 16:03:34.720	3.8s	2.1s	-	221.3%	0.6%	791.8 MB	4.6 GB	791.8 MB	4.6 GB	114.6 MB	82.2 MB	12255	2762	0	80 KB	13	1	/home/marthasudermann/pathogensurveillance/work/17/89fb1e7430e42bcfa6d764cdaacd23	-	-
5	a8/960979	3298205	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Brady2	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-06 16:03:30.875	2025-06-06 16:03:30.956	2025-06-06 16:03:35.040	4.2s	2.8s	-	279.7%	0.7%	879.2 MB	4.6 GB	879.2 MB	4.6 GB	277.9 MB	214.2 MB	26317	6998	0	120 KB	13	1	/home/marthasudermann/pathogensurveillance/work/a8/96097915a5890bb99161a74faba406	-	-
4	c2/328880	3298221	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Brady1	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-06 16:03:30.882	2025-06-06 16:03:30.957	2025-06-06 16:03:35.489	4.6s	2.7s	-	320.7%	0.7%	877.9 MB	4.4 GB	877.9 MB	4.4 GB	326.2 MB	236.7 MB	29680	7711	0	80 KB	13	3	/home/marthasudermann/pathogensurveillance/work/c2/3288807da8141a6af34751c8ee60e9	-	-
7	e4/ca19bd	3299857	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Brady3	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-06 16:03:34.733	2025-06-06 16:03:34.820	2025-06-06 16:03:37.186	2.5s	1s	-	419.2%	0.0%	17.8 MB	4.3 GB	17.8 MB	4.3 GB	13.8 MB	8.1 KB	1489	51	0	28 KB	7	2	/home/marthasudermann/pathogensurveillance/work/e4/ca19bddd9d341d0b515be90f48d03c	-	-
8	93/7e709c	3299956	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Brady2	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-06 16:03:35.050	2025-06-06 16:03:35.140	2025-06-06 16:03:37.677	2.6s	1s	-	438.2%	0.0%	25 MB	4.3 GB	25 MB	4.3 GB	13.8 MB	8.1 KB	1489	51	0	28 KB	7	2	/home/marthasudermann/pathogensurveillance/work/93/7e709c3447d2521075837bfc5f9d79	-	-
9	a2/0a6458	3300100	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Brady1	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-06 16:03:35.498	2025-06-06 16:03:35.589	2025-06-06 16:03:38.089	2.6s	1s	-	444.5%	0.0%	16.5 MB	4.3 GB	16.5 MB	4.3 GB	13.8 MB	8.1 KB	1489	51	0	28 KB	7	1	/home/marthasudermann/pathogensurveillance/work/a2/0a6458b7bc3453b3748fd0dd8663ba	-	-
13	be/d6d3bb	3301690	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Brady2	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-06-06 16:03:38.103	2025-06-06 16:03:38.189	2025-06-06 16:03:39.402	1.3s	0ms	-	997.8%	0.0%	16.5 MB	4.3 GB	16.5 MB	4.3 GB	6.7 MB	28.9 KB	901	38	0	28 KB	7	0	/home/marthasudermann/pathogensurveillance/work/be/d6d3bb0ffcbdeef92a4ae377de9fb5	-	-
12	4d/c8ca83	3301708	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Brady3	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-06-06 16:03:38.108	2025-06-06 16:03:38.190	2025-06-06 16:03:39.617	1.5s	1s	-	701.8%	0.0%	16 MB	4.3 GB	16 MB	4.3 GB	6.7 MB	28.9 KB	901	38	0	28 KB	7	3	/home/marthasudermann/pathogensurveillance/work/4d/c8ca83ef4b9f2c6886a807da7cf4aa	-	-
14	94/1aef58	3301698	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Brady1	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-06-06 16:03:38.105	2025-06-06 16:03:38.190	2025-06-06 16:03:39.753	1.6s	1s	-	546.8%	0.0%	24 MB	4.3 GB	24 MB	4.3 GB	6.7 MB	28.9 KB	901	38	0	28 KB	5	5	/home/marthasudermann/pathogensurveillance/work/94/1aef5848a720022dcad93be4ba728b	-	-
