task_id	hash	native_id	process	tag	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action
3	66/219383	372412	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:SAMPLESHEET_CHECK	phytophthora_ramorum_sub.csv	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-07 13:42:29.952	2025-06-07 13:42:30.038	2025-06-07 13:42:32.327	2.4s	0ms	-	607.4%	0.0%	11 MB	92.3 MB	11 MB	92.3 MB	7.2 MB	2.7 KB	820	30	7.4 MB	16 KB	28	3	/home/marthasudermann/pathogensurveillance/work/66/2193837e7724a08595aa3550f9092b	-	-
4	54/f1fb64	372868	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Pram1	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-07 13:42:32.351	2025-06-07 13:42:32.428	2025-06-07 13:42:43.585	11.2s	9.5s	-	635.4%	0.7%	871.8 MB	4.5 GB	871.8 MB	4.5 GB	2.8 GB	2.3 GB	232769	74146	107.6 MB	80 KB	11440	3363	/home/marthasudermann/pathogensurveillance/work/54/f1fb64037ba882dfd969a3474d1e17	-	-
6	21/140e3a	372857	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Pram3	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-07 13:42:32.348	2025-06-07 13:42:32.428	2025-06-07 13:42:43.673	11.3s	10.1s	-	602.4%	0.7%	892.3 MB	4.6 GB	892.3 MB	4.6 GB	2.8 GB	2.3 GB	233773	74122	9.3 MB	132 KB	10592	2179	/home/marthasudermann/pathogensurveillance/work/21/140e3a692bc09248d0818a26b34744	-	-
5	86/51a555	372850	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:BBMAP_SENDSKETCH	Pram2	COMPLETED	0	-	community.wave.seqera.io/library/bbmap_pigz:07416fe99b090fa9	1	1h	-	1 GB	1	2025-06-07 13:42:32.346	2025-06-07 13:42:32.427	2025-06-07 13:42:43.782	11.4s	9.5s	-	646.2%	0.7%	864.4 MB	4.6 GB	864.4 MB	4.6 GB	2.8 GB	2.3 GB	231190	74410	287.9 MB	76 KB	12690	3202	/home/marthasudermann/pathogensurveillance/work/86/51a55544983743747dfc1341454dc9	-	-
7	66/d98dc5	376362	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Pram1	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-07 13:42:43.597	2025-06-07 13:42:43.674	2025-06-07 13:42:45.759	2.2s	1s	-	378.5%	0.0%	7.8 MB	92.2 MB	7.8 MB	92.2 MB	13.8 MB	7.4 KB	1489	51	956 KB	28 KB	9	2	/home/marthasudermann/pathogensurveillance/work/66/d98dc538b4cc5f739447d7ed720505	-	-
9	b6/7f0f9e	376410	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Pram2	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-07 13:42:43.789	2025-06-07 13:42:43.882	2025-06-07 13:42:46.168	2.4s	1s	-	335.3%	0.0%	30 MB	4.3 GB	30 MB	4.3 GB	13.8 MB	7.5 KB	1488	51	0	28 KB	7	5	/home/marthasudermann/pathogensurveillance/work/b6/7f0f9e643ae3e290116a55d4ed7b09	-	-
8	6a/4fa647	376384	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:INITIAL_CLASSIFICATION	Pram3	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	1h	-	1 GB	1	2025-06-07 13:42:43.680	2025-06-07 13:42:43.774	2025-06-07 13:42:46.227	2.5s	1s	-	340.1%	0.0%	18.8 MB	4.3 GB	18.8 MB	4.3 GB	13.8 MB	7.4 KB	1489	51	0	28 KB	7	1	/home/marthasudermann/pathogensurveillance/work/6a/4fa647c48a1cef2f4484b39819f2d8	-	-
20	ba/94cbad	377751	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Pram3	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-06-07 13:42:46.238	2025-06-07 13:42:46.327	2025-06-07 13:42:47.551	1.3s	1s	-	1138.7%	0.0%	17 MB	4.3 GB	17 MB	4.3 GB	6.2 MB	29.7 KB	770	38	12 KB	28 KB	8	1	/home/marthasudermann/pathogensurveillance/work/ba/94cbad5a25cea5232b4dbb29425840	-	-
19	c1/0abef2	377758	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Pram2	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-06-07 13:42:46.241	2025-06-07 13:42:46.328	2025-06-07 13:42:47.772	1.5s	0ms	-	877.8%	0.0%	20.2 MB	4.3 GB	20.2 MB	4.3 GB	6.3 MB	32.4 KB	783	39	0	32 KB	7	2	/home/marthasudermann/pathogensurveillance/work/c1/0abef2fd7da1564b78e5baf21adb4b	-	-
18	27/d235a7	377767	NFCORE_PATHOGENSURVEILLANCE:PREPARE_INPUT:PICK_ASSEMBLIES	Pram1	COMPLETED	0	-	quay.io/biocontainers/r-pathosurveilr:0.3.1--r44hdfd78af_0	1	2h	-	4 GB	1	2025-06-07 13:42:46.243	2025-06-07 13:42:46.328	2025-06-07 13:42:47.869	1.6s	0ms	-	588.6%	0.0%	8.2 MB	92.2 MB	8.2 MB	92.2 MB	6.2 MB	29.7 KB	770	38	0	28 KB	6	1	/home/marthasudermann/pathogensurveillance/work/27/d235a7b293346238b75a4b25732fc7	-	-
73	42/067145	378867	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_902479755_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-07 13:42:47.993	2025-06-07 13:42:48.071	2025-06-07 13:42:52.617	4.6s	3s	-	159.8%	0.1%	107.8 MB	4.4 GB	108.8 MB	4.4 GB	61.6 MB	212.2 KB	6431	37	448 KB	216 KB	116	53	/home/marthasudermann/pathogensurveillance/work/42/067145fc1f8c8932e3c5ce8d61d573	-	-
95	f1/357535	378923	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCF_004101785_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-07 13:42:48.000	2025-06-07 13:42:48.072	2025-06-07 13:42:53.139	5.1s	3s	-	177.6%	0.1%	108 MB	4.4 GB	108.9 MB	4.4 GB	61.2 MB	116.5 KB	6375	37	0	120 KB	7	111	/home/marthasudermann/pathogensurveillance/work/f1/357535fb641932937b27f1e40917a6	-	-
87	9c/438b09	379052	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCA_025722995_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-07 13:42:48.012	2025-06-07 13:42:48.074	2025-06-07 13:42:54.574	6.6s	5s	-	213.7%	0.2%	198.3 MB	6.5 GB	209.8 MB	6.6 GB	76.6 MB	1.9 MB	8064	37	0	2 MB	34	149	/home/marthasudermann/pathogensurveillance/work/9c/438b09af889cdc6622bfea16cb238d	-	-
96	47/365d79	379008	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCA_042082905_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-07 13:42:48.008	2025-06-07 13:42:48.074	2025-06-07 13:42:55.476	7.5s	6s	-	199.0%	0.1%	119.7 MB	6.5 GB	119.7 MB	6.5 GB	73.4 MB	2 MB	7625	37	2.6 MB	2 MB	5294	456	/home/marthasudermann/pathogensurveillance/work/47/365d79ab0d5a7b071baf92cf21ed1d	-	-
67	3c/bd2813	378860	NFCORE_PATHOGENSURVEILLANCE:SKETCH_COMPARISON:SOURMASH_SKETCH	GCA_042082745_1	COMPLETED	0	-	quay.io/biocontainers/sourmash:4.8.14--hdfd78af_0	1	4h	-	8 GB	1	2025-06-07 13:42:47.990	2025-06-07 13:42:48.070	2025-06-07 13:42:55.826	7.8s	7s	-	175.3%	0.1%	115.8 MB	6.5 GB	115.8 MB	6.5 GB	73.4 MB	2 MB	7600	37	6.8 MB	2 MB	4151	410	/home/marthasudermann/pathogensurveillance/work/3c/bd2813fc5c3e3ce9e11876417c5ace	-	-
